WKT,OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"POINT (-122.036948252792 47.3854288890232)",14862,141,2,UNK,Unknown,99298,122698,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,228th Ave SE,87.09999999999999,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1089.2,87.09999999999999,1998-01-01T00:00:00.000Z,40,Unknown,0,228th Ave SE,,N,UNK,Unknown,Near side,MV,UNK,1342236.7,1342254,142906.9,142925.4,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012475
"POINT (-122.041200583305 47.3879288684891)",14863,141,2,UNK,Unknown,99299,94422,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,225th Ave SE,191.5,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,445.9,191.5,1998-01-01T00:00:00.000Z,40,Unknown,0,225th Ave SE,,N,UNK,Unknown,Near side,MV,UNK,1341198.3,1341215,143835.1,143853.7,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012474
"POINT (-122.01939147252 47.3548564547853)",14865,141,2,YES,Unknown,99301,259930,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,YES,6,YelRed-Stop,0,CURRENT,SE Maple Ridge Dr,155,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,155,155,2016-10-11T00:00:00.000Z,40,Unknown,0,SE Maple Ridge Dr,,N,Unknown,Unknown,Far side,MV,YES,1346406.3,1346431,131704.3,131707.4,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Unknown,0,100012285
"POINT (-122.019125777171 47.3515021734122)",14866,141,2,YES,None,99303,260041,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,SE 280th St,280,FS,2003-09-19T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,280,280,2010-10-02T00:00:00.000Z,40,Unknown,0,SE 280th St,,N,None,None,Far side,MV,YES,1346453.1,1346478,130482.1,130483,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9287
"POINT (-122.022549945791 47.3613891312422)",14867,141,2,UNK,None,99304,36861,CLO,REG,MV,Maple Valley,SE,NO,,W,NO,UNK,0,Unknown,10,CURRENT,Unnamed,118,FM,2005-06-17T12:32:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,118,118,2009-02-21T00:00:00.000Z,40,Unknown,0,Unnamed,,N,None,None,Far middle,MV,UNK,1345687.3,1345685,134077.2,134102.1,98038,,SE Kent-Kangley Rd,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.02012564663 47.3614277227437)",14868,141,2,UNK,None,99305,309393,CLO,REG,MV,Maple Valley,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,Maple Val- Blk Diam Rd SE,200,FS,2005-06-17T12:33:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,194,194,2009-10-03T00:00:00.000Z,40,Unknown,0,Maple Val- Blk Diam Rd SE,,N,None,None,Far side,MV,UNK,1346284.4,1346286,134131.9,134106.9,98038,,SE Kent-Kangley Rd,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.019242296714 47.3504135540251)",14870,141,2,YES,None,99312,173136,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,10,CURRENT,SE 280th St,115,FS,2003-09-19T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,238.5,115,2003-09-19T00:00:00.000Z,40,Unknown,0,SE 280th St,,N,None,None,Far side,MV,YES,1346467.7,1346443,130087.3,130086.4,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9289
"POINT (-122.063673511789 47.4361701347256)",14871,141,2,NO,None,99318,258726,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,Cedar Grove Rd SE,1060,NM,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1060.5,89.09999999999999,2017-09-22T00:00:00.000Z,40,Unknown,0,Cedar Grove Rd SE,,N,None,None,Far side,KC,YES,1335912.1,1335930,161519.3,161536.4,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9290
"POINT (-122.032988650267 47.3835288547405)",15012,141,2,YES,None,99428,80553,ACT,REG,MV,Maple Valley,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,231st Ave SE,116,FS,1998-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,473.5,116,1998-05-30T00:00:00.000Z,40,Unknown,0,231st Ave SE,,N,None,None,Far side,MV,YES,1343236.4,1343224,142238.7,142217.1,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,9322
"POINT (-122.025139291966 47.3751414202577)",15013,141,2,YES,None,99429,48984,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 253rd Pl,165,NS,1998-10-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,88.40000000000001,18.8,1998-10-01T00:00:00.000Z,40,Unknown,0,SE 253rd Pl,,N,None,None,Near side,MV,YES,1345143.1,1345121,139139,139127.8,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,9323
"POINT (-122.044874793595 47.3950803463242)",15014,141,2,YES,None,99430,350540,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,SE 231st St,199.5,FS,1985-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,313,199.5,2010-06-12T00:00:00.000Z,40,Unknown,0,SE 231st St,,N,None,None,Far side,KC,YES,1340321,1340346,146479.7,146476.3,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,1,9324
"POINT (-122.02182030769 47.3649721059653)",15015,141,2,LTD,None,99431,119886,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 264th St,86.8,FS,1999-07-31T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,886.9,86.8,2013-08-06T00:00:00.000Z,40,Unknown,0,SE 264th St,,N,None,None,Far side,MV,YES,1345910.8,1345886,135409.5,135406.1,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9325
"POINT (-122.021750604939 47.3656338869265)",15016,141,2,YES,None,99432,173073,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 264th St,150,FS,2005-06-17T12:29:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,150,150,2008-02-23T00:00:00.000Z,40,Unknown,0,SE 264th St,,N,None,None,Far side,MV,YES,1345881.7,1345907,135644.4,135647.2,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9326
"POINT (-122.019148766608 47.3587433101931)",15017,141,2,UNK,Unknown,99433,9817,CLO,RL,MV,Maple Valley,SE,NO,,W,NO,YES,6,Unknown,0,CURRENT,241st Ave SE,107,NS,2005-11-20T13:03:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,107,107,2013-04-13T00:00:00.000Z,40,Unknown,8,241st Ave SE,,N,Unknown,Unknown,Near side,MV,UNK,1346520.9,1346513,133100.5,133124.1,98038,,SE 271st Pl,Unknown,KCM,Unknown,Unknown,Unknown,Unknown,0,0
"POINT (-122.040160922637 47.3873145374199)",15916,141,2,YES,None,99423,94422,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,SE 240th St,105,FS,2000-09-16T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,105.1,105.1,2000-09-16T00:00:00.000Z,40,Unknown,0,SE 240th St,,N,None,None,Far side,MV,YES,1341451.6,1341469,143607.1,143625.6,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,0,9320
"POINT (-122.038900392451 47.3864001247225)",15917,141,2,YES,None,99424,147850,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,10,CURRENT,SE 240th St,350,FS,2000-09-16T04:30:00.000Z,2019-01-31T14:12:00.000Z,2019-04-08T00:00:00.000Z,509.9,350,2019-01-31T00:00:00.000Z,40,Unknown,0,SE 240th St,,N,None,None,Far side,MV,YES,1341792.8,1341776,143306,143287.2,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,9321
"POINT (-122.045599569287 47.393426130417)",15918,141,2,UNK,Unknown,99425,42618,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,SE Wax Rd,226,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,226,226,1998-01-01T00:00:00.000Z,40,Unknown,0,SE Wax Rd,,N,UNK,Unknown,Near side,MV,UNK,1340180.8,1340157,145868.6,145875.8,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012470
"POINT (-122.041478892265 47.3880920556968)",15919,141,2,UNK,Unknown,99426,94422,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,225th Ave SE,100.2,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,537.2,100.2,1998-01-01T00:00:00.000Z,40,Unknown,0,225th Ave SE,,N,UNK,Unknown,Far side,MV,UNK,1341130.1,1341147,143895.7,143914.3,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012469
"POINT (-122.036989188445 47.3854534046984)",15920,141,2,UNK,Unknown,99427,122698,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,228th Ave SE,73.59999999999999,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1102.7,73.59999999999999,1998-01-01T00:00:00.000Z,40,Unknown,0,228th Ave SE,,N,UNK,Unknown,Far side,MV,UNK,1342226.7,1342244,142916,142934.5,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012468
"POINT (-122.043757833457 47.4155399811653)",16515,141,2,NO,None,99412,354225,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 207th St,620,NM,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,657.1,150.9,1987-02-07T00:00:00.000Z,40,Unknown,0,SE 207th St,,N,None,None,Near middle,KC,YES,1340718,1340740,153921.8,153934,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9311
"POINT (-122.051117325814 47.4241870374013)",16517,141,2,NO,None,99414,350545,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 206th St,2720,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,587,314.8,2005-06-04T00:00:00.000Z,40,Unknown,0,SE 206th St,,N,None,None,Far side,KC,YES,1338946.3,1338968,157104.3,157116.5,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9313
"POINT (-122.04280038554 47.3888456676333)",16518,141,2,UNK,Unknown,99415,76911,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,SE 237th St,306.6,FS,2000-05-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,327.2,306.6,2005-04-12T00:00:00.000Z,40,Unknown,0,SE 237th St,,N,UNK,Unknown,Far side,MV,UNK,1340807.1,1340824,144175.5,144194.3,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012471
"POINT (-122.055499533843 47.4293098867768)",16519,141,2,NO,None,99416,350547,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 206th St,4660,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,3136.9,1348.9,2005-06-04T00:00:00.000Z,40,Unknown,0,SE 206th St,,N,None,None,Far side,KC,YES,1337891.5,1337913,158989.9,159002.1,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9314
"POINT (-122.044891075688 47.3961308389415)",16522,141,2,YES,None,99420,350538,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,10,CURRENT,SE 231st St,580,NM,1985-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,3572,67.59999999999999,1985-06-28T00:00:00.000Z,40,Unknown,0,SE 231st St,,N,None,None,Near middle,KC,YES,1340373.2,1340348,146856.7,146859.5,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,9317
"POINT (-122.044468069753 47.3892048551786)",16523,141,2,YES,None,99421,93284,ACT,REG,MV,Maple Valley,SE,NO,,W,NO,UNK,0,Unknown,0,CURRENT,222nd Pl SE,3.7,FS,1997-10-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,194,3.7,2015-11-17T00:00:00.000Z,40,Unknown,0,222nd Pl SE,,N,None,None,Far side,MV,YES,1340413,1340413,144306.8,144331.8,98038,143 143E 907,SE 237th St,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9318
"POINT (-122.042689794028 47.3886028259341)",16524,141,2,YES,None,99422,76911,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 237th St,385,FS,1998-05-30T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,248.8,248.8,2013-03-01T00:00:00.000Z,40,Unknown,0,SE 237th St,,N,None,None,Far side,MV,YES,1340866.3,1340850,144124.1,144105.3,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-asphlt,None,0,9319
"POINT (-122.035842469147 47.358074846948)",17083,141,2,YES,None,99483,302942,ACT,REG,MV,Maple Valley,SE,NO,,W,NO,YES,6,YelRed-Stop,10,CURRENT,228th Ave SE,419.1,NS,2009-07-28T07:41:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,419.1,419.1,2011-03-07T00:00:00.000Z,40,ADA Access,72,228th Ave SE,,N,None,None,Near side,MV,YES,1342371.7,1342372,132919.5,132944.5,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,100000210
"POINT (-122.028512742494 47.3593911915884)",17769,142,0,YES,None,62319,91910,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,YES,6,YelRed-Stop,15,NEXT,235th Ave SE,122.4,NS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,443.8,122.4,2012-10-13T00:00:00.000Z,40,ADA Access,0,235th Ave SE,,N,None,None,Near side,MV,YES,1344184.3,1344196,133418.4,133396.3,98038,168,SE Kent-Kangley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100001265
"POINT (-122.046233220908 47.355145443511)",17773,142,0,UNK,Unknown,62325,77796,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,NEXT,Witte Rd SE,58.8,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,58.8,58.8,1994-09-09T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,UNK,Unknown,Far side,MV,UNK,1339798.9,1339780,131932.4,131916.5,98038,,SE 275th Ct,Unknown,UNK,,Unknown,Unknown,UNK,0,100013998
"POINT (-122.049577607279 47.3544326165244)",17775,142,0,UNK,Unknown,62327,163684,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,NEXT,219th Ave SE,32.4,OP,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,32.4,32.4,1994-09-09T00:00:00.000Z,40,Unknown,0,219th Ave SE,,N,UNK,Unknown,Opposite to,MV,UNK,1338948.2,1338947,131644.6,131669.6,98038,,SE 276th St,Unknown,UNK,,Unknown,Unknown,UNK,0,100013997
"POINT (-122.021728250369 47.3614547861867)",18035,142,0,YES,None,62081,36861,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,10,NEXT,Maple Val- Blk Diam Rd SE,200,FS,2010-10-26T10:27:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,323.7,200,2015-02-14T00:00:00.000Z,40,ADA Access,0,Maple Val- Blk Diam Rd SE,,N,None,None,Far side,MV,YES,1345891.9,1345889,134098,134122.9,98038,168,SE Kent-Kangley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100000863
"POINT (-122.028740344797 47.359462818161)",18036,142,0,YES,None,62083,91910,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,15,NEXT,235th Ave SE,159.2,FS,2010-10-20T15:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,407,159.2,2013-02-16T00:00:00.000Z,40,ADA Access,0,235th Ave SE,,N,None,None,Far side,MV,YES,1344151.8,1344140,133401.2,133423.3,98038,168,SE Kent-Kangley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100001367
"POINT (-122.044714472814 47.3580340293711)",18037,142,0,YES,None,62085,99039,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,15,NEXT,Witte Rd SE,304,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,303.5,225.5,2014-04-26T00:00:00.000Z,40,ADA Access,0,Witte Rd SE,,N,None,None,Far side,MV,YES,1340172.5,1340173,132939.1,132964.1,98038,168,SE 272nd St,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,100001352
"POINT (-122.053963017881 47.3580482303437)",18038,142,0,UNK,None,62087,104707,CLO,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,UNK,0,Unknown,0,NEXT,216th Ave SE,80.09999999999999,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,80.09999999999999,80.09999999999999,2012-06-09T00:00:00.000Z,40,Unknown,0,216th Ave SE,,N,None,None,Far side,MV,UNK,1337879,1337881,132980.5,133005.5,98038,,SE 272nd St,Unknown,KCM,Away,2in metal,Earth,None,0,0
"POINT (-122.057671686892 47.358069611519)",18039,142,0,YES,None,62089,92766,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,15,NEXT,213th Pl SE,224.1,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,224.1,224.1,2013-06-27T00:00:00.000Z,40,ADA Access,0,213th Pl SE,,N,None,None,Far side,MV,YES,1336962,1336962,133002.9,133027.9,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,1,5929
"POINT (-122.022541591298 47.3682958305575)",18680,141,2,LTD,None,99436,173074,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 260th St,179.8,FS,1998-02-08T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,454,179.8,2017-09-22T00:00:00.000Z,40,Unknown,0,SE 260th St,,N,None,None,Far side,MV,YES,1345750.6,1345726,136624.2,136621.1,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,9328
"POINT (-122.020845459589 47.3606072320372)",18681,141,2,YES,None,99437,120860,ACT,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,10,CURRENT,SE Kent-Kangley Rd,307,FM,1998-05-30T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,307,307,2015-02-14T00:00:00.000Z,40,Unknown,0,SE Kent-Kangley Rd,,N,None,None,Far middle,MV,YES,1346127.9,1346103,133813.5,133810.4,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,9329
"POINT (-122.028404736188 47.3594323618244)",18682,141,2,UNK,Unknown,99438,91910,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,235th Ave SE,91.5,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,474.7,91.5,1998-01-01T00:00:00.000Z,40,Unknown,0,235th Ave SE,,N,UNK,Unknown,Far side,MV,UNK,1344211.6,1344223,133432.9,133410.9,98038,,SE Kent-Kangley Rd,Unknown,UNK,,Unknown,Unknown,UNK,0,100012467
"POINT (-122.037344160402 47.357928928923)",18683,141,2,UNK,Unknown,99439,302942,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,228th Ave SE,42.8,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,42.8,42.8,1998-01-01T00:00:00.000Z,40,Unknown,0,228th Ave SE,,N,UNK,Unknown,Near side,MV,UNK,1341995.6,1341999,132921.9,132897.1,98038,,SE 272nd St,Unknown,UNK,,Unknown,Unknown,UNK,0,100012466
"POINT (-122.053572533062 47.3522085175188)",18685,141,2,UNK,None,99445,103552,CLO,REG,BLD,Black Diamond,SE,NO,,S,NO,UNK,0,None,10,CURRENT,SE 278th Way,74.3,FS,1997-10-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,213.1,74.3,2012-06-09T00:00:00.000Z,40,Unknown,0,SE 278th Way,,N,None,None,Far side,MV,UNK,1337968.5,1337944,130873.5,130874.1,98038,,216th Ave SE,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.020538992186 47.3591945770246)",19840,141,2,UNK,None,99501,120860,CLO,RL,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,10,CURRENT,SE 271st Pl,282.9,NM,2009-07-28T09:20:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,827.9,282.9,2012-09-29T00:00:00.000Z,40,Unknown,0,SE 271st Pl,,N,None,None,Near middle,MV,UNK,1346195.9,1346171,133297.1,133294,98038,,Maple Val- Blk Diam Rd SE,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.0462373119 47.3551478673286)",22598,142,0,UNK,Unknown,60298,77796,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,NEXT,Witte Rd SE,60,FS,1989-05-17T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,60,60,1998-05-30T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,UNK,Unknown,Far side,MV,UNK,1339798.1,1339779,131933.3,131917.4,98038,,SE 275th Ct,Unknown,UNK,,Unknown,Unknown,UNK,0,100014151
"POINT (-122.019032122937 47.3651655636287)",24268,142,0,YES,Off engine,62079,315450,ACT,RL,MV,Maple Valley,SE,NO,,E,NO,YES,6,YelRed-Stop,100,NEXT,242nd Ave SE,62.9,NS,2011-11-15T09:06:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,678.6,62.9,2012-09-29T00:00:00.000Z,40,Unknown,0,242nd Ave SE,,N,None,None,Near side,MV,YES,1346578,1346578,135491,135466,98038,168,SE 264th St,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,1,100000862
